author,idn,place,recipient,year,location,point,lat,lon
"Hutter, ...",996422196,Nürnberg,"Heilbut, Iwan",1952-1952,"Nuremberg, Bavaria, Germany","(49.45421, 11.07752, 0.0)",49.45421,11.07752
"Koslowski, Helen A.",993480136,Nürnberg,"Heilbut, Iwan",1952-1959,"Nuremberg, Bavaria, Germany","(49.45421, 11.07752, 0.0)",49.45421,11.07752
"Ebert, Carl",999225146,Berlin-Charlottenburg u.a.,"Heilbut, Iwan",1957-1958,,,,
"Stapelfeldt, Karsten",999237918,"o.O. [vermutl. New York, NY]","Heilbut, Iwan",1947-1947,,,,
"Stark, Günther",999238116,Neuss am Rhein,"Heilbut, Iwan",1952-1952,"Neuss Am Kaiser, North Rhine-Westphalia, Germany","(51.22035, 6.69753, 0.0)",51.22035,6.69753
"Steiner, Franz Baermann",999289438,Oxford,"Heilbut, Iwan",1948-1948,"Oxford, England, United Kingdom","(51.75222, -1.25596, 0.0)",51.75222,-1.25596
"Roscher, K. M.",99929895X,Berlin (West),"Heilbut, Iwan",1959-1959,"West-Berlin, Berlin, Germany","(52.53333, 13.16667, 0.0)",52.53333,13.16667
"Karsch, Walther",999320882,Berlin (West),"Heilbut, Iwan",1955-1960,"West-Berlin, Berlin, Germany","(52.53333, 13.16667, 0.0)",52.53333,13.16667
"Richter, F.",999647377,Berlin (West),"Heilbut, Iwan",1947-1947,"West-Berlin, Berlin, Germany","(52.53333, 13.16667, 0.0)",52.53333,13.16667
"Knorr, Heinz",999308149,Erlangen,"Heilbut, Iwan",1952-1952,"Erlangen, Bavaria, Germany","(49.59099, 11.00783, 0.0)",49.59099,11.00783
"Belmore, Manford",993619193,Erlangen,"Heilbut, Iwan",1958-1958,"Erlangen, Bavaria, Germany","(49.59099, 11.00783, 0.0)",49.59099,11.00783
"Süskind, Wilhelm E.",999320742,Ambach,"Heilbut, Iwan",1949-1949,"Amahach, Marrakesh-Safi, Morocco","(31.28095, -9.47468, 0.0)",31.28095,-9.47468
"Trausil, Hans",999363328,Ambach,"Heilbut, Iwan",1952-1962,"Amahach, Marrakesh-Safi, Morocco","(31.28095, -9.47468, 0.0)",31.28095,-9.47468
"Surén, Lotte",999320823,Riva-Varone,"Heilbut, Iwan",1970-1970,"Varone, Trentino-Alto Adige, Italy","(45.90876, 10.84188, 0.0)",45.90876,10.84188
"Taube, Otto von",999339362,Gauting,"Heilbut, Iwan",1948-1949,"Gauting, Bavaria, Germany","(48.0664, 11.3834, 0.0)",48.0664,11.3834
"Tesche, Gusti",999345222,Meersburg u.a.,"Heilbut, Iwan",1953-1964,,,,
"Paweletz, ...",999346172,Bremen,"Heilbut, Iwan",1960-1960,"Bremen, Bremen, Germany","(53.07582, 8.80717, 0.0)",53.07582,8.80717
"Scott, James A.",993390617,Bremen,"Heilbut, Iwan",1959-1959,"Bremen, Bremen, Germany","(53.07582, 8.80717, 0.0)",53.07582,8.80717
"Theile, Albert",999350250,"Unterägeri, Zug","Heilbut, Iwan",1965-1965,"Unterägeri, Zug, Switzerland","(47.13645, 8.5853, 0.0)",47.13645,8.5853
"Treu, M.",999433024,Bergen bei Traunstein,"Heilbut, Iwan",1964-1965,,,,
"Ulbricht, Hanns",999435825,Königstein im Taunus,"Heilbut, Iwan",1948-1948,"Königstein im Taunus, Hesse, Germany","(50.17943, 8.47132, 0.0)",50.17943,8.47132
"Hopkins, Arthur H.",999468944,Bad Godesberg,"Heilbut, Iwan",1959-1966,"Bad Godesberg, North Rhine-Westphalia, Germany","(50.68457, 7.15393, 0.0)",50.68457,7.15393
"Usinger, Fritz",999477218,Friedberg (Hessen),"Heilbut, Iwan",1948-1948,"Friedberg, Hesse, Germany","(50.33739, 8.75591, 0.0)",50.33739,8.75591
"Boldt, Edith",999500007,Göppingen,"Heilbut, Iwan",1950-1950,"Göppingen, Baden-Württemberg, Germany","(48.70354, 9.65209, 0.0)",48.70354,9.65209
"Wellershoff, Dieter",999501615,Köln,"Heilbut, Iwan",1961-1961,"Cologne, North Rhine-Westphalia, Germany","(50.93333, 6.95, 0.0)",50.93333,6.95
"Ash, Adrienne",993500072,Köln,"Heilbut, Iwan",1970-1972,"Cologne, North Rhine-Westphalia, Germany","(50.93333, 6.95, 0.0)",50.93333,6.95
"Wachinger, Kristof",999505262,Ebenhausen bei München,"Heilbut, Iwan",1952-1957,,,,
"Volkmann, Elli",999530208,Ravensburg,"Heilbut, Iwan",1971-1971,"Ravensburg, Baden-Württemberg, Germany","(47.78198, 9.61062, 0.0)",47.78198,9.61062
"Schöpfer, Siegfried",999530852,Esslingen,"Heilbut, Iwan",1949-1950,"Esslingen am Neckar, Baden-Württemberg, Germany","(48.73961, 9.30473, 0.0)",48.73961,9.30473
"Rentschler, Hedwig Eleonore",999548611,Heilbronn,"Heilbut, Iwan",1949-1968,"Heilbronn, Baden-Württemberg, Germany","(49.13995, 9.22054, 0.0)",49.13995,9.22054
"Grupp, Friedrich",995873542,Heilbronn,"Heilbut, Iwan",1950-1950,"Heilbronn, Baden-Württemberg, Germany","(49.13995, 9.22054, 0.0)",49.13995,9.22054
"Schmücker, Irma",999635999,Schwäbisch Gmünd,"Heilbut, Iwan",1949-1950,"Schwäbisch Gmünd, Baden-Württemberg, Germany","(48.79947, 9.79809, 0.0)",48.79947,9.79809
"Vring, Georg von der",999638580,Schorndorf,"Heilbut, Iwan",1948-1948,"Schorndorf, Baden-Württemberg, Germany","(48.80537, 9.52721, 0.0)",48.80537,9.52721
"Wackernagel, Martin",99964467X,Münster i.W.,"Heilbut, Iwan",1948-1948,"Ulm Minster, Baden-Württemberg, Germany","(48.39861, 9.99249, 0.0)",48.39861,9.99249
"Walter, Hans-Albert",99964694X,Hofheim/Taunus,"Heilbut, Iwan",1970-1970,"Hofheim am Taunus, Hesse, Germany","(50.09019, 8.4493, 0.0)",50.09019,8.4493
"Rast, Josef",999647520,Olten,"Heilbut, Iwan",1971-1972,"Olten, Solothurn, Switzerland","(47.34999, 7.90329, 0.0)",47.34999,7.90329
"Wandrey, Eduard",1000296954,Monte-Carlo,"Heilbut, Iwan",1957-1957,"Monte Carlo, Monaco","(43.73976, 7.42732, 0.0)",43.73976,7.42732
"Wanner, Franz",99966509X,"Tenafly, NJ","Heilbut, Iwan",1948-1948,"Tenafly, New Jersey, United States","(40.92538, -73.96292, 0.0)",40.92538,-73.96292
"Weber, Kurt",999673459,Graz,"Heilbut, Iwan",1963-1963,"Graz, Styria, Austria","(47.06667, 15.45, 0.0)",47.06667,15.45
"Frank, D. M.",994911785,Bad Cannstadt,"Heilbut, Iwan",1967-1970,"Bad Cannstatt, Baden-Württemberg, Germany","(48.8048, 9.2145, 0.0)",48.8048,9.2145
"Friedheim, Hedwig",1000143449,"Stamford, NY","Heilbut, Iwan",1949-1949,"Stamford, New York, United States","(42.4073, -74.61432, 0.0)",42.4073,-74.61432
"Birkhead, L. M.",994916183,"Kansas City, Mo.","Heilbut, Iwan",1943-1946,"Kansas City, Missouri, United States","(39.09973, -94.57857, 0.0)",39.09973,-94.57857
"Galleani di St. Ambroise, Barbara",995052247,Ventimiglia,"Heilbut, Iwan",1962-1969,"Ventimiglia, Liguria, Italy","(43.78956, 7.60872, 0.0)",43.78956,7.60872
"Gessner, Ursula",995056676,Bielefeld,"Heilbut, Iwan",1948-1948,"Bielefeld, North Rhine-Westphalia, Germany","(52.03333, 8.53333, 0.0)",52.03333,8.53333
"Ginsberg, Ernst",995854505,Gaeta,"Heilbut, Iwan",,"Gaeta, Latium, Italy","(41.21408, 13.57082, 0.0)",41.21408,13.57082
"Goes, Albrecht",995867119,Gebersheim bei Leonberg,"Heilbut, Iwan",1948-1950,,,,
"Gürster, Eugen",995891044,München-Solln,"Heilbut, Iwan",1965-1965,"Obersendling, Bavaria, Germany","(48.09012, 11.52758, 0.0)",48.09012,11.52758
"Guggenheim, Felix",995892113,"Los Angeles, Calif.","Heilbut, Iwan",1949-1950,"Los Angeles, California, United States","(34.05223, -118.24368, 0.0)",34.05223,-118.24368
"Jessner, Leopold",996529624,"Los Angeles, Calif.","Heilbut, Iwan",1942-1942,"Los Angeles, California, United States","(34.05223, -118.24368, 0.0)",34.05223,-118.24368
"Kohner, Paul",996667598,"Los Angeles, Calif.","Heilbut, Iwan",1945-1945,"Los Angeles, California, United States","(34.05223, -118.24368, 0.0)",34.05223,-118.24368
"Arlt, Gustave O.",993499716,"Los Angeles, Calif.","Heilbut, Iwan",1948-1948,"Los Angeles, California, United States","(34.05223, -118.24368, 0.0)",34.05223,-118.24368
"Guggenheim, Siegfried",995892989,"Flushing, NY","Heilbut, Iwan",1946-1946,"Flushing, New York, United States","(40.76538, -73.81736, 0.0)",40.76538,-73.81736
"Guter-Wackernagel, Erika",995899290,München-Englschalking,"Heilbut, Iwan",1963-1965,"Englschalking, Bavaria, Germany","(48.15761, 11.64843, 0.0)",48.15761,11.64843
"Häuser-Lentz, Hertha",995917922,Bamberg,"Heilbut, Iwan",1953-1953,"Bamberg, Bavaria, Germany","(49.89873, 10.90067, 0.0)",49.89873,10.90067
"Lilienfeld, Gerhard von",993388825,Bamberg,"Heilbut, Iwan",1953-1953,"Bamberg, Bavaria, Germany","(49.89873, 10.90067, 0.0)",49.89873,10.90067
"Hagelstange, Rudolf",995918724,Hemer (Kr. Iserlohn),"Heilbut, Iwan",1948-1948,,,,
"Hahn, Renate",995922195,Söcking bei Starnberg,"Heilbut, Iwan",1963-1964,,,,
"Hampe, Johann Christoph",99592693X,Göttingen,"Heilbut, Iwan",1948-1948,"Göttingen, Lower Saxony, Germany","(51.53443, 9.93228, 0.0)",51.53443,9.93228
"Krolow, Karl",996722955,Göttingen,"Heilbut, Iwan",1948-1949,"Göttingen, Lower Saxony, Germany","(51.53443, 9.93228, 0.0)",51.53443,9.93228
"Lippert, Albert",994471033,Göttingen,"Heilbut, Iwan",1954-1954,"Göttingen, Lower Saxony, Germany","(51.53443, 9.93228, 0.0)",51.53443,9.93228
"Handschuch, Ernst",995929564,Worms am Rhein,"Heilbut, Iwan",1948-1948,"Hamm am Rhein, Rheinland-Pfalz, Germany","(49.7294, 8.43056, 0.0)",49.7294,8.43056
"Bauer, Franz",993593291,Worms am Rhein,"Heilbut, Iwan",1948-1949,"Hamm am Rhein, Rheinland-Pfalz, Germany","(49.7294, 8.43056, 0.0)",49.7294,8.43056
"Haubrich, Heinz",99593164X,Mühlheim an der Ruhr,"Heilbut, Iwan",1948-1948,"Mülheim, North Rhine-Westphalia, Germany","(51.43218, 6.87967, 0.0)",51.43218,6.87967
"Hardt, Ludwig",995932336,"Great Neck, NY","Heilbut, Iwan",1945-1945,"Great Neck, New York, United States","(40.80066, -73.72846, 0.0)",40.80066,-73.72846
"Hausmann, Manfred",996006044,Worpswede bei Bremen,"Heilbut, Iwan",1948-1948,,,,
"Heilbut, Jacob",996068015,Douglas,"Heilbut, Iwan",1940-1942,"Douglas, Douglas, Isle of Man","(54.15, -4.48333, 0.0)",54.15,-4.48333
"Heilbut, Jacob",996068643,Douglas,"Heilbut, Iwan",1943-1944,"Douglas, Douglas, Isle of Man","(54.15, -4.48333, 0.0)",54.15,-4.48333
"Heilbut, Jacob",996069666,"Peel, Isle of Man","Heilbut, Iwan",1945-1945,"Peel, Peel, Isle of Man","(54.22209, -4.69099, 0.0)",54.22209,-4.69099
"Heinrich, Ursula",996197540,Berlin-Karlshorst,"Heilbut, Iwan",1960-1962,"Karlshorst, Berlin, Germany","(52.48419, 13.53185, 0.0)",52.48419,13.53185
"Schonauer, Franz",996197958,Neuwied,"Heilbut, Iwan",1960-1961,"Neuwied, Rheinland-Pfalz, Germany","(50.4336, 7.47057, 0.0)",50.4336,7.47057
"Hesse, Hermann",996230521,Montagnola u.a.,"Heilbut, Iwan",1947-1948,,,,
"Hesse, Ninon",996231145,Montagnola,"Heilbut, Iwan",1947-1947,"Montagnola, Ticino, Switzerland","(45.98323, 8.91786, 0.0)",45.98323,8.91786
"Hester, Lilian",996253602,"Glen Cove, NY","Heilbut, Iwan",1942-1942,"Glen Cove, New York, United States","(40.86232, -73.63374, 0.0)",40.86232,-73.63374
"Heynicke, Kurt",99625806X,Merzhausen über Freiburg im Breisgau,"Heilbut, Iwan",1948-1953,,,,
"Hiltbrunner, Hermann",996261338,Uerikon am Zürichsee,"Heilbut, Iwan",1948-1948,,,,
"Hirsch, Karl Jakob",996262733,"Liberty Corner, NJ","Heilbut, Iwan",1948-1948,"Liberty Corner, New Jersey, United States","(40.66482, -74.57738, 0.0)",40.66482,-74.57738
"Hirschfeld, Curt",996388109,Berlin-Lankwitz,"Heilbut, Iwan",1966-1966,"Lankwitz, Berlin, Germany","(52.43623, 13.3459, 0.0)",52.43623,13.3459
"Holzer, Else Agathe",996396446,"Fleischmanns, NY","Heilbut, Iwan",1949-1949,"Fleischmanns, New York, United States","(42.15537, -74.53238, 0.0)",42.15537,-74.53238
"Daniels, Eleanor",996400362,"Boston, Mass.","Heilbut, Iwan",1944-1946,"Boston, Massachusetts, United States","(42.35843, -71.05977, 0.0)",42.35843,-71.05977
"Kohn, Hein",996433872,Hilversum,"Heilbut, Iwan",1962-1972,"Hilversum, North Holland, Netherlands","(52.22333, 5.17639, 0.0)",52.22333,5.17639
"Bauer, A.",996434291,Berlin-Dahlem,"Heilbut, Iwan",1960-1960,"Dahlem, Berlin, Germany","(52.4581, 13.28702, 0.0)",52.4581,13.28702
"Meyer, Tilly",99444768X,Berlin-Dahlem,"Heilbut, Iwan",1958-1958,"Dahlem, Berlin, Germany","(52.4581, 13.28702, 0.0)",52.4581,13.28702
"Laubrinus, ...",994789807,Berlin-Dahlem,"Heilbut, Iwan",1955-1956,"Dahlem, Berlin, Germany","(52.4581, 13.28702, 0.0)",52.4581,13.28702
"Jacobsen, Karin",996523162,Berlin-Siemensstadt,"Heilbut, Iwan",1946-1956,"Siemensstadt, Berlin, Germany","(52.54053, 13.26294, 0.0)",52.54053,13.26294
"Jacobsen, Poul",996523936,Hjerting,"Heilbut, Iwan",1945-1949,"Hjerting, South Denmark, Denmark","(55.5261, 8.35802, 0.0)",55.5261,8.35802
"Jacobson, Anna",996526684,"Santa Monica, Calif.","Heilbut, Iwan",1948-1963,"Santa Monica, California, United States","(34.01945, -118.49119, 0.0)",34.01945,-118.49119
"Jakobsen, Jens",996527885,Hjerting/DK,"Heilbut, Iwan",1947-1947,"Hjerting, South Denmark, Denmark","(55.5261, 8.35802, 0.0)",55.5261,8.35802
"Jackson, Felix",996597158,"Encino, Calif.","Heilbut, Iwan",1942-1942,"Encino, California, United States","(34.15917, -118.50119, 0.0)",34.15917,-118.50119
"Jonas, Klaus W.",996597441,"New Brunswick, NJ","Heilbut, Iwan",1951-1951,"New Brunswick, New Jersey, United States","(40.48622, -74.45182, 0.0)",40.48622,-74.45182
"Keller, Josef",996597689,Starnberg,"Heilbut, Iwan",1962-1971,"Lake Starnberg, Bavaria, Germany","(47.90348, 11.31187, 0.0)",47.90348,11.31187
"Kasper, Ottilie",996609954,Gauting u.a.,"Heilbut, Iwan",1963-1964,,,,
"Kattler, Alexandra",996611177,Karlsruhe u.a.,"Heilbut, Iwan",1953-1953,,,,
"Kent, Rockwell",996625267,"Ausable Forks, NY","Heilbut, Iwan",1941-1943,"Au Sable Forks, New York, United States","(44.44171, -73.67458, 0.0)",44.44171,-73.67458
"Kienzl, Florian",996637338,Berlin-Schlachtensee,"Heilbut, Iwan",1957-1957,"Schlachtensee, Berlin, Germany","(52.44278, 13.21667, 0.0)",52.44278,13.21667
"Klaunig, Theodor",996646094,Berlin-Tempelhof,"Heilbut, Iwan",1959-1959,"Tempelhof, Berlin, Germany","(52.46667, 13.4, 0.0)",52.46667,13.4
"Geisler, Günther",993730078,Berlin-Tempelhof,"Heilbut, Iwan",1958-1959,"Tempelhof, Berlin, Germany","(52.46667, 13.4, 0.0)",52.46667,13.4
"Klitscher, Hermann",996656480,Marburg an der Lahn,"Heilbut, Iwan",1948-1949,"Marburg, Hesse, Germany","(50.80904, 8.77069, 0.0)",50.80904,8.77069
"Kockerols, Friedrich Adolf",996664297,Hannover-Ricklingen,"Heilbut, Iwan",1968-1968,"Schloß Ricklingen, Lower Saxony, Germany","(52.4297, 9.50838, 0.0)",52.4297,9.50838
"Kogon, Eugen",99666534X,Oberursel im Taunus,"Heilbut, Iwan",1946-1946,,,,
"Kowaliska, Irene",999677500,Stromboli,"Heilbut, Iwan",1961-1961,"Stromboli, Sicily, Italy","(38.78333, 15.21667, 0.0)",38.78333,15.21667
"Kraft, Helga",996674047,Baldham bei München,"Heilbut, Iwan",1970-1971,,,,
"Kreuder, Ernst",996722505,Darmstadt-Eberstadt,"Heilbut, Iwan",1948-1948,"Eberstadt, Hesse, Germany","(49.82112, 8.64527, 0.0)",49.82112,8.64527
"Kreutz, Heinrich",996722580,"Rottmannshöhe, Post Assenhausen","Heilbut, Iwan",1951-1951,,,,
"Kronacher, Alwin",996723161,"Forest Hills, NY","Heilbut, Iwan",1949-1950,"Forest Hills, New York, United States","(40.71621, -73.85014, 0.0)",40.71621,-73.85014
"Kruse, Heinz",996724966,Janneby über Flensburg u.a.,"Heilbut, Iwan",1949-1952,,,,
"Kruse, Ina",996726268,Grötzingen,"Heilbut, Iwan",1949-1949,"Grötzingen, Baden-Württemberg, Germany","(49.01121, 8.49265, 0.0)",49.01121,8.49265
"Krushel, Jacqueline",996727736,Nice,"Heilbut, Iwan",1963-1967,"Nice, Provence-Alpes-Côte d'Azur, France","(43.70313, 7.26608, 0.0)",43.70313,7.26608
"Dèvignes, Yvonne",994489285,Nice,"Heilbut, Iwan",1963-1964,"Nice, Provence-Alpes-Côte d'Azur, France","(43.70313, 7.26608, 0.0)",43.70313,7.26608
"Lackner, Stephan",996740945,"Santa Barbara, Calif.","Heilbut, Iwan",1942-1942,"Santa Barbara, California, United States","(34.42083, -119.69819, 0.0)",34.42083,-119.69819
"Trautmann, Lothar",999363905,Berlin-Zehlendorf,"Heilbut, Iwan",1959-1959,"Zehlendorf, Berlin, Germany","(52.43333, 13.25, 0.0)",52.43333,13.25
"Lange, Horst",99674715X,Feusisberg/CH,"Heilbut, Iwan",1948-1949,"Feusisberg, Schwyz, Switzerland","(47.18707, 8.74724, 0.0)",47.18707,8.74724
"Langgässer, Elisabeth",996747370,Alsbach (Bergstrasse),"Heilbut, Iwan",1948-1948,,,,
"Laubenthal, Michaela",99674844X,Ebenhausen u.a.,"Heilbut, Iwan",1950-1951,,,,
"Lehmann, Wilhelm",99677744X,Eckernförde,"Heilbut, Iwan",1948-1948,"Eckernförde, Schleswig-Holstein, Germany","(54.46854, 9.83824, 0.0)",54.46854,9.83824
"Lesser, Eva",996809597,Camp de Gurs,"Heilbut, Iwan",1940-1940,,,,
"Bührer, Jakob",994254717,"Verscio, Tessin","Heilbut, Iwan",1948-1948,"Verscio, Ticino, Switzerland","(46.18482, 8.73224, 0.0)",46.18482,8.73224
"Buerkle, Werner Jakob",994255551,Tutzing bei München,"Heilbut, Iwan",1948-1951,,,,
"Krüger, Answald",994344511,Berlin-Spandau,"Heilbut, Iwan",1955-1955,"Spandau, Berlin, Germany","(52.5511, 13.19921, 0.0)",52.5511,13.19921
"Wheelock, John Hall",994350554,"New york, NY","Heilbut, Iwan",1949-1949,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Flesch, Philipp",994867999,"New york, NY","Heilbut, Iwan",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Cohn, Ruth C.",994369840,"Englewood, NJ u.a.","Heilbut, Iwan",1948-1949,"Donald A Quarles Elementary School, New Jersey, United States","(40.90343, -73.96458, 0.0)",40.90343,-73.96458
"Cohn, Vera",994370849,"Scarsdale, NY","Heilbut, Iwan",1941-1941,"Scarsdale, New York, United States","(41.0051, -73.78458, 0.0)",41.0051,-73.78458
"Diem-Tilp, Ida",994633165,Baierbrunn u.a.,"Heilbut, Iwan",1953-1954,,,,
"Diestel, Hedwig",994633785,Freiburg im Breisgau u.a.,"Heilbut, Iwan",1968-1971,,,,
"Dolle, Elisabeth",994640293,Obernzell an der Donau,"Heilbut, Iwan",1946-1964,,,,
"Wenzel, ...",994658931,Dortmund,"Heilbut, Iwan",1949-1949,"Dortmund, North Rhine-Westphalia, Germany","(51.51494, 7.466, 0.0)",51.51494,7.466
"Dunay, Karl",994666489,Berlin-Siemenstadt,"Heilbut, Iwan",1945-1945,"Novotel Siemenstadt, Berlin, Germany","(52.5357, 13.27297, 0.0)",52.5357,13.27297
"Dunay, Sigmund",994666926,London-Hampstead,"Heilbut, Iwan",1941-1943,"Hampstead, England, United Kingdom","(51.55744, -0.18213, 0.0)",51.55744,-0.18213
"Ashcroft, Peggy",993500595,London-Hampstead,"Heilbut, Iwan",1956-1956,"Hampstead, England, United Kingdom","(51.55744, -0.18213, 0.0)",51.55744,-0.18213
"Eckehard, Gabriele",994673116,"New Rochelle, NY","Heilbut, Iwan",1941-1941,"New Rochelle, New York, United States","(40.91149, -73.78235, 0.0)",40.91149,-73.78235
"Edel, Gottfried",994674538,Mainz u.a.,"Heilbut, Iwan",1964-1971,,,,
"Eich, Günter",994686528,Geisenhausen bei Landshut,"Heilbut, Iwan",1948-1948,,,,
"Eigenbrodt, Karl-Wilhelm",994686935,"Gimsheim, Kreis Worms","Heilbut, Iwan",1948-1948,,,,
"Eisenstaedt, Karl",994736436,Jamnagar/Indien,"Heilbut, Iwan",1942-1967,"Jamnagar, Gujarat, India","(22.47292, 70.06673, 0.0)",22.47292,70.06673
"Emundts-Draeger, Elisabeth",994771592,Köln-Königsforst,"Heilbut, Iwan",1948-1948,,,,
"Engel, Waltraud",994785615,Königstein/Ts.,"Heilbut, Iwan",1971-1971,,,,
"Erbslöh, Marga",99478922X,Berchtesgaden,"Heilbut, Iwan",1965-1965,"Berchtesgaden, Bavaria, Germany","(47.63236, 13.00187, 0.0)",47.63236,13.00187
"Hartwig, John George",994790708,"St. Louis, Mo.","Heilbut, Iwan",1943-1943,"St Louis, Missouri, United States","(38.62727, -90.19789, 0.0)",38.62727,-90.19789
"Feder, Ernst",994859619,Rio de Janeiro,"Heilbut, Iwan",1942-1968,"Rio de Janeiro, Rio de Janeiro, Brazil","(-22.90642, -43.18223, 0.0)",-22.90642,-43.18223
"Fischer, Hedwig",994864833,"Old Greenwich, Conn.","Heilbut, Iwan",1947-1949,,,,
"Warner, Robert B.",993401600,Bad Hersfeld,"Heilbut, Iwan",1952-1952,"Bad Hersfeld, Hesse, Germany","(50.87197, 9.70891, 0.0)",50.87197,9.70891
"Klimt, Franz",993401783,Hof,"Heilbut, Iwan",1953-1953,"Hof, Bavaria, Germany","(50.31297, 11.91261, 0.0)",50.31297,11.91261
"Schröter, Herbert",993402186,Kaiserslautern,"Heilbut, Iwan",1960-1960,"K-Town, Rheinland-Pfalz, Germany","(49.443, 7.77161, 0.0)",49.443,7.77161
"Bauer, Helmut",99340359X,Ludwigsburg,"Heilbut, Iwan",1953-1953,"Ludwigsburg, Baden-Württemberg, Germany","(48.89731, 9.19161, 0.0)",48.89731,9.19161
"Fuhrmann, Günther",993480748,Schweinfurt,"Heilbut, Iwan",1952-1953,"Schweinfurt, Bavaria, Germany","(50.04937, 10.22175, 0.0)",50.04937,10.22175
"Merkel, H.",993481213,Straubing,"Heilbut, Iwan",1953-1953,"Straubing, Bavaria, Germany","(48.88126, 12.57385, 0.0)",48.88126,12.57385
"Andres, Stefan",993496717,Positano,"Heilbut, Iwan",1948-1948,"Positano, Campania, Italy","(40.62829, 14.48427, 0.0)",40.62829,14.48427
"Bab, Julius",99352818X,"Roslyn Heights, NY u.a.","Heilbut, Iwan",1941-1950,,,,
"Gillen, Otto",993528899,Karlsruhe,"Heilbut, Iwan",1955-1970,"Karlsruhe, Baden-Württemberg, Germany","(49.00937, 8.40444, 0.0)",49.00937,8.40444
"Bannert, Karl Jos.",993531016,Zittau,"Heilbut, Iwan",1971-1971,"Zittau, Saxony, Germany","(50.89772, 14.80764, 0.0)",50.89772,14.80764
"Barthelmeß, Erich",993587984,Ravensburg u.a.,"Heilbut, Iwan",1969-1970,,,,
"Beauclair, Gotthard de",993598587,Hiddesen über Detmold,"Heilbut, Iwan",1948-1953,,,,
"Beck, Anna",993610617,Kopenhagen,"Heilbut, Iwan",1948-1951,"Copenhagen, Capital Region, Denmark","(55.67594, 12.56553, 0.0)",55.67594,12.56553
"Bergengruen, Werner",99362135X,Zürich-Oerlikon,"Heilbut, Iwan",1948-1948,"Zürich (Kreis 11) / Oerlikon, Zurich, Switzerland","(47.40823, 8.54258, 0.0)",47.40823,8.54258
"Bierbaum, Maria",993755992,München-Riem,"Heilbut, Iwan",1964-1964,"Trudering, Bavaria, Germany","(48.11667, 11.68333, 0.0)",48.11667,11.68333
"Blumenfeld, Fanny",993773737,Auckland/NZ,"Heilbut, Charlotte",1954-1958,"Auckland, Auckland, New Zealand","(-36.84853, 174.76349, 0.0)",-36.84853,174.76349
"Bockemühl, Erich",99377427X,Kettwig/Ruhr,"Heilbut, Iwan",1948-1948,,,,
"Boppel, Peter Max",993775314,Waldshut,"Heilbut, Iwan",1960-1960,"Waldshut-Tiengen, Baden-Württemberg, Germany","(47.62323, 8.21717, 0.0)",47.62323,8.21717
"Broch, Hermann",993800882,"Princeton, NJ","Heilbut, Iwan",1948-1948,"Princeton, New Jersey, United States","(40.34872, -74.65905, 0.0)",40.34872,-74.65905
"Bruckner, Hermann",993801269,Sezze Romano,"Heilbut, Iwan",1963-1963,,,,
